id,nom,editeur,categorie,acces,licence,maturite,surfaces,local,cloud,politique_modeles,terminal,ide,web,computer_use,mcp,acp,skills,sous_agents,memoire,sandbox,orchestration,usage_principal,source_principale,type_source,notes,confiance,verifie_le,definition_categorie,est_harness,remarque_categorie
github-agent-hq,GitHub Agent HQ,GitHub,Meta-harness / workspace,Propriétaire,Commerciale,Actif,Desktop · Web · CLI · Serveur selon produit,Variable,Variable,Agent-agnostic,Oui,Variable,Oui,Non,Variable,Souvent,Hérite des agents,Plusieurs agents,Sessions / état,Worktrees / VM / conteneurs,Oui,Mission control pour agents partenaires,https://docs.github.com/copilot,Primaire / dépôt,,Élevée,2026-08-29,Contrôle ou héberge plusieurs harnesses.,"Oui, couche supérieure",Ne remplace pas toujours le harness sous-jacent
oh-my-openagent-opencode,Oh My OpenAgent / OpenCode,Communauté,Meta-harness / workspace,Source disponible,SUL-1.0,Actif,Desktop · Web · CLI · Serveur selon produit,Variable,Variable,Agent-agnostic,Oui,Variable,Oui,Non,Variable,Souvent,Hérite des agents,Plusieurs agents,Sessions / état,Worktrees / VM / conteneurs,Oui,"Couche multi-harness sur OpenCode, Codex et Pi",https://github.com/code-yeongyu/oh-my-openagent,Primaire / dépôt,,Élevée,2026-08-29,Contrôle ou héberge plusieurs harnesses.,"Oui, couche supérieure",Ne remplace pas toujours le harness sous-jacent
omnigent,Omnigent,Omnigent,Meta-harness / workspace,Open source,Voir dépôt,Actif,Desktop · Web · CLI · Serveur selon produit,Oui,Variable,Agent-agnostic,Oui,Variable,Oui,Non,Variable,Souvent,Hérite des agents,Plusieurs agents,Sessions / état,Worktrees / VM / conteneurs,Oui,"Politique, sessions et sandboxes multi-harness",https://github.com/Picrew/awesome-agent-harness,Secondaire / index,,Élevée,2026-08-29,Contrôle ou héberge plusieurs harnesses.,"Oui, couche supérieure",Ne remplace pas toujours le harness sous-jacent
openhands-agent-canvas,OpenHands Agent Canvas,OpenHands,Meta-harness / workspace,Open source / hybride,MIT core,Actif,Desktop · Web · CLI · Serveur selon produit,Oui,Variable,Agent-agnostic,Oui,Variable,Oui,Non,Variable,Souvent,Hérite des agents,Plusieurs agents,Sessions / état,Worktrees / VM / conteneurs,Oui,Centre de contrôle pour OpenHands et agents ACP,https://github.com/OpenHands/OpenHands,Primaire / dépôt,,Élevée,2026-08-29,Contrôle ou héberge plusieurs harnesses.,"Oui, couche supérieure",Ne remplace pas toujours le harness sous-jacent
proliferate,Proliferate,Communauté,Meta-harness / workspace,Open source,Voir dépôt,Actif,Desktop · Web · CLI · Serveur selon produit,Oui,Variable,Agent-agnostic,Oui,Variable,Oui,Non,Variable,Souvent,Hérite des agents,Plusieurs agents,Sessions / état,Worktrees / VM / conteneurs,Oui,IDE d'agents local/cloud et workspaces parallèles,https://github.com/bradAGI/awesome-cli-coding-agents,Secondaire / index,,Moyenne,2026-08-29,Contrôle ou héberge plusieurs harnesses.,"Oui, couche supérieure",Ne remplace pas toujours le harness sous-jacent
tempest,Tempest,Communauté,Meta-harness / workspace,Open source,Apache-2.0,Actif,Desktop · Web · CLI · Serveur selon produit,Oui,Variable,Agent-agnostic,Oui,Variable,Oui,Non,Variable,Souvent,Hérite des agents,Plusieurs agents,Sessions / état,Worktrees / VM / conteneurs,Oui,Environnement Tauri multi-session,https://github.com/bradAGI/awesome-cli-coding-agents,Secondaire / index,,Moyenne,2026-08-29,Contrôle ou héberge plusieurs harnesses.,"Oui, couche supérieure",Ne remplace pas toujours le harness sous-jacent
agent-orchestrator,Agent Orchestrator,Untrivial / Composio,Orchestrator,Open source,Apache-2.0,Actif,Desktop · Web · CLI · Serveur selon produit,Oui,Variable,Agent-agnostic,Oui,Variable,Oui,Non,Variable,Souvent,Hérite des agents,Plusieurs agents,Sessions / état,Worktrees / VM / conteneurs,Oui,"Plan, agents, worktrees, CI et revues",https://github.com/Untrivial-ai/agent-orchestrator,Primaire / dépôt,,Élevée,2026-08-29,"Découpe, planifie et coordonne plusieurs agents/exécutions.","Oui, couche supérieure","Souvent worktrees, files et revues"
agent-deck,agent-deck,Communauté,Orchestrator,Open source,MIT,Actif,Desktop · Web · CLI · Serveur selon produit,Oui,Variable,Agent-agnostic,Oui,Variable,Oui,Non,Variable,Souvent,Hérite des agents,Plusieurs agents,Sessions / état,Worktrees / VM / conteneurs,Oui,TUI de gestion de sessions et worktrees,https://github.com/bradAGI/awesome-cli-coding-agents,Secondaire / index,,Moyenne,2026-08-29,"Découpe, planifie et coordonne plusieurs agents/exécutions.","Oui, couche supérieure","Souvent worktrees, files et revues"
agent-manager,agent-manager,Communauté,Orchestrator,Open source,Apache-2.0,Actif,Desktop · Web · CLI · Serveur selon produit,Oui,Variable,Agent-agnostic,Oui,Variable,Oui,Non,Variable,Souvent,Hérite des agents,Plusieurs agents,Sessions / état,Worktrees / VM / conteneurs,Oui,TUI tmux multi-harness avec revue de diff,https://github.com/bradAGI/awesome-cli-coding-agents,Secondaire / index,,Moyenne,2026-08-29,"Découpe, planifie et coordonne plusieurs agents/exécutions.","Oui, couche supérieure","Souvent worktrees, files et revues"
agentbox,AgentBox,Communauté,Orchestrator,Open source,MIT,Actif,Desktop · Web · CLI · Serveur selon produit,Oui,Variable,Agent-agnostic,Oui,Variable,Oui,Non,Variable,Souvent,Hérite des agents,Plusieurs agents,Sessions / état,Worktrees / VM / conteneurs,Oui,Agents dans VM/sandboxes locales ou cloud,https://github.com/bradAGI/awesome-cli-coding-agents,Secondaire / index,,Moyenne,2026-08-29,"Découpe, planifie et coordonne plusieurs agents/exécutions.","Oui, couche supérieure","Souvent worktrees, files et revues"
claude-squad,Claude Squad,Communauté,Orchestrator,Open source,Voir dépôt,Actif,Desktop · Web · CLI · Serveur selon produit,Oui,Variable,Agent-agnostic,Oui,Variable,Oui,Non,Variable,Souvent,Hérite des agents,Plusieurs agents,Sessions / état,Worktrees / VM / conteneurs,Oui,Sessions tmux et worktrees pour plusieurs agents,https://github.com/smtg-ai/claude-squad,Primaire / dépôt,,Élevée,2026-08-29,"Découpe, planifie et coordonne plusieurs agents/exécutions.","Oui, couche supérieure","Souvent worktrees, files et revues"
cmux,cmux,Communauté,Orchestrator,Open source,Voir dépôt,Actif,Desktop · Web · CLI · Serveur selon produit,Oui,Variable,Agent-agnostic,Oui,Variable,Oui,Non,Variable,Souvent,Hérite des agents,Plusieurs agents,Sessions / état,Worktrees / VM / conteneurs,Oui,Agents parallèles locaux,https://github.com/bradAGI/awesome-cli-coding-agents,Secondaire / index,,Moyenne,2026-08-29,"Découpe, planifie et coordonne plusieurs agents/exécutions.","Oui, couche supérieure","Souvent worktrees, files et revues"
conductor,Conductor,Conductor,Orchestrator,Propriétaire,Commerciale,Actif,Desktop · Web · CLI · Serveur selon produit,Variable,Variable,Agent-agnostic,Oui,Variable,Oui,Non,Variable,Souvent,Hérite des agents,Plusieurs agents,Sessions / état,Worktrees / VM / conteneurs,Oui,Gestion desktop de plusieurs coding agents,https://www.conductor.build/,Secondaire / index,,Élevée,2026-08-29,"Découpe, planifie et coordonne plusieurs agents/exécutions.","Oui, couche supérieure","Souvent worktrees, files et revues"
gas-town,Gas Town,Gas Town,Orchestrator,Open source,Voir dépôt,Actif,Desktop · Web · CLI · Serveur selon produit,Oui,Variable,Agent-agnostic,Oui,Variable,Oui,Non,Variable,Souvent,Hérite des agents,Plusieurs agents,Sessions / état,Worktrees / VM / conteneurs,Oui,Coordination persistante et état Git-backed,https://github.com/gastownhall/gastown,Primaire / dépôt,,Élevée,2026-08-29,"Découpe, planifie et coordonne plusieurs agents/exécutions.","Oui, couche supérieure","Souvent worktrees, files et revues"
herdr,herdr,Communauté,Orchestrator,Open source,Apache-2.0,Actif,Desktop · Web · CLI · Serveur selon produit,Oui,Variable,Agent-agnostic,Oui,Variable,Oui,Non,Variable,Souvent,Hérite des agents,Plusieurs agents,Sessions / état,Worktrees / VM / conteneurs,Oui,Multiplexeur terminal de sessions,https://github.com/bradAGI/awesome-cli-coding-agents,Secondaire / index,,Moyenne,2026-08-29,"Découpe, planifie et coordonne plusieurs agents/exécutions.","Oui, couche supérieure","Souvent worktrees, files et revues"
kodo,Kodo,Communauté,Orchestrator,Open source,Voir dépôt,Actif,Desktop · Web · CLI · Serveur selon produit,Oui,Variable,Agent-agnostic,Oui,Variable,Oui,Non,Variable,Souvent,Hérite des agents,Plusieurs agents,Sessions / état,Worktrees / VM / conteneurs,Oui,"Architecte, développeurs et vérification",https://github.com/bradAGI/awesome-cli-coding-agents,Secondaire / index,,Moyenne,2026-08-29,"Découpe, planifie et coordonne plusieurs agents/exécutions.","Oui, couche supérieure","Souvent worktrees, files et revues"
looptroop,LoopTroop,Communauté,Orchestrator,Open source,MIT,Actif,Desktop · Web · CLI · Serveur selon produit,Oui,Variable,Agent-agnostic,Oui,Variable,Oui,Non,Variable,Souvent,Hérite des agents,Plusieurs agents,Sessions / état,Worktrees / VM / conteneurs,Oui,"Conseil de modèles, worktrees et boucles Ralph",https://github.com/bradAGI/awesome-cli-coding-agents,Secondaire / index,,Moyenne,2026-08-29,"Découpe, planifie et coordonne plusieurs agents/exécutions.","Oui, couche supérieure","Souvent worktrees, files et revues"
multiclaude,multiclaude,Communauté,Orchestrator,Open source,Voir dépôt,Actif,Desktop · Web · CLI · Serveur selon produit,Oui,Variable,Agent-agnostic,Oui,Variable,Oui,Non,Variable,Souvent,Hérite des agents,Plusieurs agents,Sessions / état,Worktrees / VM / conteneurs,Oui,Plusieurs instances Claude Code,https://github.com/FlorianBruniaux/claude-code-ultimate-guide/blob/main/guide/ecosystem/agentic-tools.md,Primaire / dépôt,,Élevée,2026-08-29,"Découpe, planifie et coordonne plusieurs agents/exécutions.","Oui, couche supérieure","Souvent worktrees, files et revues"
oh-my-claude-code,Oh My Claude Code,Communauté,Orchestrator,Open source,Voir dépôt,Actif,Desktop · Web · CLI · Serveur selon produit,Oui,Variable,Agent-agnostic,Oui,Variable,Oui,Non,Variable,Souvent,Hérite des agents,Plusieurs agents,Sessions / état,Worktrees / VM / conteneurs,Oui,Équipes et workflows Claude Code,https://github.com/AutoJunjie/awesome-agent-harness,Secondaire / index,,Moyenne,2026-08-29,"Découpe, planifie et coordonne plusieurs agents/exécutions.","Oui, couche supérieure","Souvent worktrees, files et revues"
oh-my-codex,Oh My Codex,Communauté,Orchestrator,Open source,Voir dépôt,Actif,Desktop · Web · CLI · Serveur selon produit,Oui,Variable,Agent-agnostic,Oui,Variable,Oui,Non,Variable,Souvent,Hérite des agents,Plusieurs agents,Sessions / état,Worktrees / VM / conteneurs,Oui,"Hooks, équipes et HUD au-dessus de Codex",https://github.com/AutoJunjie/awesome-agent-harness,Secondaire / index,,Moyenne,2026-08-29,"Découpe, planifie et coordonne plusieurs agents/exécutions.","Oui, couche supérieure","Souvent worktrees, files et revues"
opencastle,OpenCastle,Communauté,Orchestrator,Open source,MIT,Actif,Desktop · Web · CLI · Serveur selon produit,Oui,Variable,Agent-agnostic,Oui,Variable,Oui,Non,Variable,Souvent,Hérite des agents,Plusieurs agents,Sessions / état,Worktrees / VM / conteneurs,Oui,Spécialistes coordonnés au-dessus des harnesses,https://github.com/bradAGI/awesome-cli-coding-agents,Secondaire / index,,Moyenne,2026-08-29,"Découpe, planifie et coordonne plusieurs agents/exécutions.","Oui, couche supérieure","Souvent worktrees, files et revues"
orch,ORCH,Communauté,Orchestrator,Open source,Voir dépôt,Actif,Desktop · Web · CLI · Serveur selon produit,Oui,Variable,Agent-agnostic,Oui,Variable,Oui,Non,Variable,Souvent,Hérite des agents,Plusieurs agents,Sessions / état,Worktrees / VM / conteneurs,Oui,File de tâches multi-harness,https://github.com/bradAGI/awesome-cli-coding-agents,Secondaire / index,,Moyenne,2026-08-29,"Découpe, planifie et coordonne plusieurs agents/exécutions.","Oui, couche supérieure","Souvent worktrees, files et revues"
paperclip,Paperclip,Paperclip Labs,Orchestrator,Open source,MIT,Actif,Web · Local · Auto-hébergeable,Oui,Optionnel,Agent-agnostic,Oui,Via adaptateurs,Oui,Non,Variable,Inconnu / non documenté,Oui,Oui,Tickets + contexte mission,Configurable,Oui,"Org chart, budgets et gouvernance multi-harnesses",https://github.com/paperclipai/paperclip,Primaire / dépôt,"Orchestre Claude Code, Codex, OpenClaw, Cursor, etc. Site : https://paperclip.ing/",Élevée,2026-08-29,"Découpe, planifie et coordonne plusieurs agents/exécutions.","Oui, couche supérieure","Souvent worktrees, files et revues"
parallel-code,Parallel Code,Communauté,Orchestrator,Open source,Voir dépôt,Actif,Desktop · Web · CLI · Serveur selon produit,Oui,Variable,Agent-agnostic,Oui,Variable,Oui,Non,Variable,Souvent,Hérite des agents,Plusieurs agents,Sessions / état,Worktrees / VM / conteneurs,Oui,Agents parallèles en worktrees,https://github.com/bradAGI/awesome-cli-coding-agents,Secondaire / index,,Moyenne,2026-08-29,"Découpe, planifie et coordonne plusieurs agents/exécutions.","Oui, couche supérieure","Souvent worktrees, files et revues"
paseo,Paseo,Communauté,Orchestrator,Open source,AGPL-3.0,Actif,Desktop · Web · CLI · Serveur selon produit,Oui,Variable,Agent-agnostic,Oui,Variable,Oui,Non,Variable,Souvent,Hérite des agents,Plusieurs agents,Sessions / état,Worktrees / VM / conteneurs,Oui,Daemon auto-hébergé pour agents parallèles,https://github.com/bradAGI/awesome-cli-coding-agents,Secondaire / index,,Moyenne,2026-08-29,"Découpe, planifie et coordonne plusieurs agents/exécutions.","Oui, couche supérieure","Souvent worktrees, files et revues"
ruflo-claude-flow,ruflo / Claude-Flow,Communauté,Orchestrator,Open source,Voir dépôt,Actif,Desktop · Web · CLI · Serveur selon produit,Oui,Variable,Agent-agnostic,Oui,Variable,Oui,Non,Variable,Souvent,Hérite des agents,Plusieurs agents,Sessions / état,Worktrees / VM / conteneurs,Oui,Swarms et coordination Claude,https://github.com/AutoJunjie/awesome-agent-harness,Secondaire / index,,Moyenne,2026-08-29,"Découpe, planifie et coordonne plusieurs agents/exécutions.","Oui, couche supérieure","Souvent worktrees, files et revues"
scion,Scion,Google / communauté,Orchestrator,Open source,Voir dépôt,Actif,Desktop · Web · CLI · Serveur selon produit,Oui,Variable,Agent-agnostic,Oui,Variable,Oui,Non,Variable,Souvent,Hérite des agents,Plusieurs agents,Sessions / état,Worktrees / VM / conteneurs,Oui,"Testbed d'agents isolés, worktrees et mémoire",https://github.com/AutoJunjie/awesome-agent-harness,Secondaire / index,,Moyenne,2026-08-29,"Découpe, planifie et coordonne plusieurs agents/exécutions.","Oui, couche supérieure","Souvent worktrees, files et revues"
symphony,Symphony,OpenAI / communauté,Orchestrator,Open source / expérimental,Voir dépôt,Actif,Desktop · Web · CLI · Serveur selon produit,Oui,Variable,Agent-agnostic,Oui,Variable,Oui,Non,Variable,Souvent,Hérite des agents,Plusieurs agents,Sessions / état,Worktrees / VM / conteneurs,Oui,Issues vers exécutions autonomes,https://github.com/FlorianBruniaux/claude-code-ultimate-guide/blob/main/guide/ecosystem/agentic-tools.md,Primaire / dépôt,,Élevée,2026-08-29,"Découpe, planifie et coordonne plusieurs agents/exécutions.","Oui, couche supérieure","Souvent worktrees, files et revues"
vibe-kanban,Vibe Kanban,BloopAI,Orchestrator,Open source,Apache-2.0,Actif,Desktop · Web · CLI · Serveur selon produit,Oui,Variable,Agent-agnostic,Oui,Variable,Oui,Non,Variable,Souvent,Hérite des agents,Plusieurs agents,Sessions / état,Worktrees / VM / conteneurs,Oui,"Kanban, worktrees, exécution et revue multi-harness",https://github.com/BloopAI/vibe-kanban,Primaire / dépôt,,Élevée,2026-08-29,"Découpe, planifie et coordonne plusieurs agents/exécutions.","Oui, couche supérieure","Souvent worktrees, files et revues"
warp-oz,Warp Oz,Warp,Orchestrator,Propriétaire,Commerciale,Actif,Desktop · Web · CLI · Serveur selon produit,Variable,Variable,Agent-agnostic,Oui,Variable,Oui,Non,Variable,Souvent,Hérite des agents,Plusieurs agents,Sessions / état,Worktrees / VM / conteneurs,Oui,Orchestration cloud de flottes d'agents,https://www.warp.dev/oz,Secondaire / index,,Élevée,2026-08-29,"Découpe, planifie et coordonne plusieurs agents/exécutions.","Oui, couche supérieure","Souvent worktrees, files et revues"
agentcoder,AgentCoder,Recherche,Research coding agent,Open source / recherche,Voir dépôt,Expérimental,CLI · Benchmark · scripts,Oui,Optionnel,Multi-modèle,Oui,Non,Non,Non,Inconnu / non documenté,Inconnu / non documenté,Inconnu / non documenté,Oui,Variable,Benchmark / Docker variable,Variable,Système multi-agent pour génération de code,https://github.com/huangd1999/AgentCoder,Primaire / dépôt,,Élevée,2026-08-29,Prototype ou agent conçu pour travaux/benchmarks SWE.,"Oui, recherche",Maturité production variable
agentless,Agentless,OpenAutoCoder,Research coding agent,Open source / recherche,Voir dépôt,Expérimental,CLI · Benchmark · scripts,Oui,Optionnel,Multi-modèle,Oui,Non,Non,Non,Inconnu / non documenté,Inconnu / non documenté,Inconnu / non documenté,Variable,Variable,Benchmark / Docker variable,Variable,Réparation sans boucle persistante,https://github.com/OpenAutoCoder/Agentless,Primaire / dépôt,,Moyenne,2026-08-29,Prototype ou agent conçu pour travaux/benchmarks SWE.,"Oui, recherche",Maturité production variable
autocoderover,AutoCodeRover,NUS APR,Research coding agent,Open source / recherche,Voir dépôt,Expérimental,CLI · Benchmark · scripts,Oui,Optionnel,Multi-modèle,Oui,Non,Non,Non,Inconnu / non documenté,Inconnu / non documenté,Inconnu / non documenté,Variable,Variable,Benchmark / Docker variable,Variable,Recherche de code et réparation autonome,https://github.com/nus-apr/auto-code-rover,Primaire / dépôt,,Moyenne,2026-08-29,Prototype ou agent conçu pour travaux/benchmarks SWE.,"Oui, recherche",Maturité production variable
chatdev,ChatDev,OpenBMB,Research coding agent,Open source / recherche,Voir dépôt,Expérimental,CLI · Benchmark · scripts,Oui,Optionnel,Multi-modèle,Oui,Non,Non,Non,Inconnu / non documenté,Inconnu / non documenté,Inconnu / non documenté,Variable,Variable,Benchmark / Docker variable,Variable,Organisation logicielle simulée,https://github.com/OpenBMB/ChatDev,Primaire / dépôt,,Moyenne,2026-08-29,Prototype ou agent conçu pour travaux/benchmarks SWE.,"Oui, recherche",Maturité production variable
codeactagent,CodeActAgent,OpenHands / recherche,Research coding agent,Open source / recherche,Voir dépôt,Expérimental,CLI · Benchmark · scripts,Oui,Optionnel,Multi-modèle,Oui,Non,Non,Non,Inconnu / non documenté,Inconnu / non documenté,Inconnu / non documenté,Variable,Variable,Benchmark / Docker variable,Variable,Agent à actions de code,https://github.com/OpenHands/OpenHands,Primaire / dépôt,,Moyenne,2026-08-29,Prototype ou agent conçu pour travaux/benchmarks SWE.,"Oui, recherche",Maturité production variable
dars,DARS,Recherche,Research coding agent,Open source / recherche,Voir papier/dépôt,Expérimental,CLI · Benchmark · scripts,Oui,Optionnel,Multi-modèle,Oui,Non,Non,Non,Inconnu / non documenté,Inconnu / non documenté,Inconnu / non documenté,Variable,Variable,Benchmark / Docker variable,Variable,Action re-sampling pour coding agents,https://arxiv.org/search/?query=DARS+coding+agent&searchtype=all,Secondaire / index,,Moyenne,2026-08-29,Prototype ou agent conçu pour travaux/benchmarks SWE.,"Oui, recherche",Maturité production variable
devika,Devika,Stition AI,Research coding agent,Open source / recherche,Voir dépôt,Expérimental,CLI · Benchmark · scripts,Oui,Optionnel,Multi-modèle,Oui,Non,Non,Non,Inconnu / non documenté,Inconnu / non documenté,Inconnu / non documenté,Variable,Variable,Benchmark / Docker variable,Variable,Alternative expérimentale à Devin,https://github.com/stitionai/devika,Primaire / dépôt,,Moyenne,2026-08-29,Prototype ou agent conçu pour travaux/benchmarks SWE.,"Oui, recherche",Maturité production variable
gpt-engineer,GPT Engineer,gpt-engineer-org,Research coding agent,Open source / recherche,MIT,Expérimental,CLI · Benchmark · scripts,Oui,Optionnel,Multi-modèle,Oui,Non,Non,Non,Inconnu / non documenté,Inconnu / non documenté,Inconnu / non documenté,Variable,Variable,Benchmark / Docker variable,Variable,Génération de projets depuis spécification,https://github.com/gpt-engineer-org/gpt-engineer,Primaire / dépôt,,Moyenne,2026-08-29,Prototype ou agent conçu pour travaux/benchmarks SWE.,"Oui, recherche",Maturité production variable
gpt-pilot,GPT Pilot,Pythagora,Research coding agent,Open source / recherche,Voir dépôt,Expérimental,CLI · Benchmark · scripts,Oui,Optionnel,Multi-modèle,Oui,Non,Non,Non,Inconnu / non documenté,Inconnu / non documenté,Inconnu / non documenté,Variable,Variable,Benchmark / Docker variable,Variable,Développement guidé multi-étapes,https://github.com/Pythagora-io/gpt-pilot,Primaire / dépôt,,Moyenne,2026-08-29,Prototype ou agent conçu pour travaux/benchmarks SWE.,"Oui, recherche",Maturité production variable
hyperagent,HyperAgent,FSoft,Research coding agent,Open source / recherche,Apache-2.0,Expérimental,CLI · Benchmark · scripts,Oui,Optionnel,Multi-modèle,Oui,Non,Non,Non,Inconnu / non documenté,Inconnu / non documenté,Inconnu / non documenté,Variable,Variable,Benchmark / Docker variable,Variable,Agent généraliste de software engineering,https://github.com/FSoft-AI4Code/HyperAgent,Primaire / dépôt,,Élevée,2026-08-29,Prototype ou agent conçu pour travaux/benchmarks SWE.,"Oui, recherche",Maturité production variable
masai,MASAI,Recherche,Research coding agent,Open source / recherche,Voir papier/dépôt,Expérimental,CLI · Benchmark · scripts,Oui,Optionnel,Multi-modèle,Oui,Non,Non,Non,Inconnu / non documenté,Inconnu / non documenté,Inconnu / non documenté,Oui,Variable,Benchmark / Docker variable,Variable,Architecture modulaire multi-agent,https://arxiv.org/abs/2406.11638,Secondaire / index,,Moyenne,2026-08-29,Prototype ou agent conçu pour travaux/benchmarks SWE.,"Oui, recherche",Maturité production variable
metagpt,MetaGPT,DeepWisdom,Research coding agent,Open source / recherche,MIT,Expérimental,CLI · Benchmark · scripts,Oui,Optionnel,Multi-modèle,Oui,Non,Non,Non,Inconnu / non documenté,Inconnu / non documenté,Inconnu / non documenté,Oui,Variable,Benchmark / Docker variable,Variable,Équipe logicielle multi-agent,https://github.com/FoundationAgents/MetaGPT,Primaire / dépôt,,Moyenne,2026-08-29,Prototype ou agent conçu pour travaux/benchmarks SWE.,"Oui, recherche",Maturité production variable
mini-swe-agent,mini-SWE-agent,Princeton / Stanford,Research coding agent,Open source / recherche,MIT,Actif,CLI · Benchmark · scripts,Oui,Optionnel,Multi-modèle,Oui,Non,Non,Non,Inconnu / non documenté,Inconnu / non documenté,Inconnu / non documenté,Variable,Variable,Benchmark / Docker variable,Variable,Minimal software engineering agent,https://github.com/SWE-agent/mini-swe-agent,Primaire / dépôt,,Moyenne,2026-08-29,Prototype ou agent conçu pour travaux/benchmarks SWE.,"Oui, recherche",Maturité production variable
moatless-tools-agent,Moatless Tools / Agent,Communauté,Research coding agent,Open source / recherche,Voir dépôt,Expérimental,CLI · Benchmark · scripts,Oui,Optionnel,Multi-modèle,Oui,Non,Non,Non,Inconnu / non documenté,Inconnu / non documenté,Inconnu / non documenté,Variable,Variable,Benchmark / Docker variable,Variable,Localisation et modification de code,https://github.com/aorwall/moatless-tools,Primaire / dépôt,,Moyenne,2026-08-29,Prototype ou agent conçu pour travaux/benchmarks SWE.,"Oui, recherche",Maturité production variable
ra-aid,RA.Aid,Communauté,Research coding agent,Open source,Voir dépôt,Expérimental,CLI,Oui,Inconnu / non documenté,Multi-modèle,Oui,Non,Non,Non,Inconnu / non documenté,Inconnu / non documenté,Inconnu / non documenté,Oui,LangGraph,Inconnu / non documenté,Oui,"Recherche, planification et implémentation",https://github.com/ai-christianson/RA.Aid,Primaire / dépôt,,Moyenne,2026-08-29,Prototype ou agent conçu pour travaux/benchmarks SWE.,"Oui, recherche",Maturité production variable
repairagent,RepairAgent,Recherche,Research coding agent,Open source / recherche,Voir papier/dépôt,Expérimental,CLI · Benchmark · scripts,Oui,Optionnel,Multi-modèle,Oui,Non,Non,Non,Inconnu / non documenté,Inconnu / non documenté,Inconnu / non documenté,Variable,Variable,Benchmark / Docker variable,Variable,Réparation autonome de programmes,https://github.com/sola-st/RepairAgent,Primaire / dépôt,,Élevée,2026-08-29,Prototype ou agent conçu pour travaux/benchmarks SWE.,"Oui, recherche",Maturité production variable
repocoder,RepoCoder,Recherche,Research coding agent,Open source / recherche,Voir papier/dépôt,Expérimental,CLI · Benchmark · scripts,Oui,Optionnel,Multi-modèle,Oui,Non,Non,Non,Inconnu / non documenté,Inconnu / non documenté,Inconnu / non documenté,Variable,Variable,Benchmark / Docker variable,Variable,Génération de code au niveau dépôt,https://github.com/search?q=RepoCoder&type=repositories,Secondaire / index,,Faible,2026-08-29,Prototype ou agent conçu pour travaux/benchmarks SWE.,"Oui, recherche",Maturité production variable
repopilot,RepoPilot,Recherche,Research coding agent,Open source / recherche,Voir papier/dépôt,Expérimental,CLI · Benchmark · scripts,Oui,Optionnel,Multi-modèle,Oui,Non,Non,Non,Inconnu / non documenté,Inconnu / non documenté,Inconnu / non documenté,Variable,Variable,Benchmark / Docker variable,Variable,Navigation et résolution de tâches dépôt,https://github.com/search?q=RepoPilot+coding+agent&type=repositories,Secondaire / index,,Faible,2026-08-29,Prototype ou agent conçu pour travaux/benchmarks SWE.,"Oui, recherche",Maturité production variable
smol-developer,smol developer,smol-ai,Research coding agent,Open source / recherche,MIT,Expérimental,CLI · Benchmark · scripts,Oui,Optionnel,Multi-modèle,Oui,Non,Non,Non,Inconnu / non documenté,Inconnu / non documenté,Inconnu / non documenté,Variable,Variable,Benchmark / Docker variable,Variable,Générateur minimal d'applications,https://github.com/smol-ai/developer,Primaire / dépôt,,Moyenne,2026-08-29,Prototype ou agent conçu pour travaux/benchmarks SWE.,"Oui, recherche",Maturité production variable
swe-agent,SWE-agent,Princeton / Stanford,Research coding agent,Open source / recherche,MIT,Supplanté / recherche,CLI · Benchmark · scripts,Oui,Optionnel,Multi-modèle,Oui,Non,Non,Non,Inconnu / non documenté,Inconnu / non documenté,Inconnu / non documenté,Variable,Variable,Benchmark / Docker variable,Variable,Résolution d'issues et benchmark research,https://github.com/SWE-agent/SWE-agent,Primaire / dépôt,,Moyenne,2026-08-29,Prototype ou agent conçu pour travaux/benchmarks SWE.,"Oui, recherche",Maturité production variable
swe-effi,SWE-Effi,Recherche,Research coding agent,Open source / recherche,Voir papier/dépôt,Expérimental,CLI · Benchmark · scripts,Oui,Optionnel,Multi-modèle,Oui,Non,Non,Non,Inconnu / non documenté,Inconnu / non documenté,Inconnu / non documenté,Variable,Variable,Benchmark / Docker variable,Variable,Évaluation sous contraintes de ressources,https://arxiv.org/search/?query=SWE-Effi&searchtype=all,Secondaire / index,,Moyenne,2026-08-29,Prototype ou agent conçu pour travaux/benchmarks SWE.,"Oui, recherche",Maturité production variable
wolverine,Wolverine,Biobootloader,Research coding agent,Open source / recherche,"MIT, déprécié",Expérimental,CLI · Benchmark · scripts,Oui,Optionnel,Multi-modèle,Oui,Non,Non,Non,Inconnu / non documenté,Inconnu / non documenté,Inconnu / non documenté,Variable,Variable,Benchmark / Docker variable,Variable,Auto-réparation de scripts Python,https://github.com/biobootloader/wolverine,Primaire / dépôt,,Moyenne,2026-08-29,Prototype ou agent conçu pour travaux/benchmarks SWE.,"Oui, recherche",Maturité production variable
qodo-agent-qodo-merge,Qodo Agent / Qodo Merge,Qodo,Review / coding agent,Propriétaire,Commerciale,Actif,IDE · CLI · GitHub/GitLab,Partiel,Oui,Multi-modèle,Oui,Oui,Oui,Non,Variable,Inconnu / non documenté,Variable,Variable,Variable,Géré / variable,Variable,Tests et pull requests,https://www.qodo.ai/,Secondaire / index,,Élevée,2026-08-29,Agent qui combine revue de code et assistance au développement.,Oui,À cheval entre revue et coding harness
